matchid,accountid,assists,deaths,denies,firstblood,gpm,herodamage,heroheal,heroid,kills,last_hits,level,obsplaced,rune_pickups,kpm,senplaced,towerdamage,killbytower,xpm,name,duration,radiwin,win,totalgold,totalxp,kda,neukill,towerkill,courkill,lanekill,herokill,obskill,senkill,roshankill,necrokill,ancikill,obsuse,senuse,roam,obspurch,senpurch,tppurch,tenxp,tengold,tendn,tefipar,laneff,apm
3488842669,107803494,15,4,7,0,502,20754,4121,36,11,210,22,0,11,0.3045685279187817,0,2910,0,566,Ori,2167,False,1,18130,20442,5,79,0,0,122,11,0,0,0,2,0,0,0,False,0,0,7,2040,1809,5,0.74285716,0.623165091494068,434
3488687637,107803494,12,5,4,0,367,12440,0,49,2,215,20,0,12,0.0452147701582517,0,1543,0,406,Ori,2654,True,0,16233,17958,2,48,0,0,164,2,0,0,0,0,11,0,0,False,0,0,7,2937,2517,4,0.7777778,0.704202694550573,373
3488502804,107803494,11,5,13,0,507,29921,4253,36,11,371,25,0,11,0.20754716981132076,0,825,0,520,Ori,3180,False,1,26871,27560,3,76,0,0,294,11,0,2,2,0,0,0,0,False,0,0,12,1548,1753,8,0.78571427,0.5284536497084255,415
3488033936,107803494,9,5,20,0,611,22815,0,46,9,410,25,1,21,0.20833333333333331,0,640,0,808,Ori,2592,False,0,26395,34905,3,150,0,0,265,9,3,0,2,0,49,1,0,False,0,0,9,3300,2373,11,0.72,0.8586366378443595,427
3487907478,107803494,6,1,29,0,535,13259,0,76,7,227,22,0,8,0.19839395370807747,0,2083,1,591,Ori,2117,False,1,18876,20852,6,87,1,0,163,7,1,0,0,0,3,0,0,False,0,0,5,2744,2521,24,0.4814815,0.8602453247536698,392
3487786170,107803494,4,5,10,0,371,12856,325,45,2,217,19,0,9,0.049689440993788817,0,4881,3,398,Ori,2415,True,0,14932,16019,1,60,3,0,153,2,0,0,1,0,9,0,0,False,0,0,5,3185,2043,10,0.33333334,0.749044842147597,395
3487620254,107803494,17,3,24,0,506,22104,0,43,8,243,23,0,11,0.20530367835757057,0,8482,3,608,Ori,2338,False,1,19717,23691,6,58,3,0,202,8,0,2,0,0,9,0,0,False,0,0,4,3669,2710,20,0.6486486,0.7981097928815605,367
3487515166,107803494,15,2,13,0,535,26562,0,43,13,288,25,0,11,0.28291621327529926,0,7202,4,631,Ori,2757,False,1,24583,28994,9,44,4,0,234,13,2,3,1,0,8,0,0,False,0,0,10,3143,2097,10,0.9655172,0.7206917353710034,387
3486209747,107803494,9,6,15,0,548,27819,0,35,7,414,23,0,7,0.16554986204178163,0,818,1,526,Ori,2537,True,0,23171,22241,2,69,1,0,335,8,0,1,0,5,10,0,0,False,0,0,6,2896,2448,9,0.8,0.6933440579127287,355
3486092212,107803494,3,5,31,0,430,26896,0,43,6,254,21,0,10,0.14808720691073632,0,1574,2,464,Ori,2431,True,0,17422,18799,1,67,2,0,211,6,0,0,0,0,12,0,0,False,0,0,8,3135,2089,19,0.6923077,0.743414437965011,381
3485541074,107803494,30,12,11,0,519,50207,6784,17,18,437,25,0,35,0.2553191489361702,0,576,0,721,Ori,4230,False,0,36589,50830,3,201,0,0,225,18,2,2,1,0,33,0,0,False,0,0,11,3779,2698,10,0.84210527,0.7846370400160869,345
3485463280,107803494,4,5,20,0,541,27322,1405,17,14,369,25,0,14,0.3058994901675164,0,244,1,636,Ori,2746,False,0,24759,29107,3,163,1,0,213,14,1,0,0,0,6,0,0,False,0,0,8,3631,2645,19,0.8181818,0.8475769153428514,367
3484272651,107803494,16,3,17,1,590,21467,0,35,11,248,20,0,9,0.3806228373702422,0,1261,0,621,Ori,1734,False,1,17051,17946,6,91,0,0,172,11,1,0,0,0,19,0,0,False,0,0,8,3050,3046,15,0.7714286,0.9089081037603056,343
3484193204,107803494,5,2,14,0,597,20104,10,17,11,176,19,0,16,0.44928522804629,0,2443,1,654,Ori,1469,True,1,14616,16012,5,77,1,0,103,11,0,0,1,0,4,0,0,False,0,0,4,3243,2405,13,0.6666667,0.8395334807963,413
3476638939,107803494,12,0,27,0,477,12436,0,43,6,148,16,0,2,0.27314112291350534,0,3245,3,541,Ori,1318,False,1,10478,11883,18,11,3,0,114,6,0,0,0,0,1,0,0,True,0,0,5,1757,1876,17,0.7826087,0.6645887794088076,414
3476461413,107803494,22,2,5,0,629,58565,0,17,16,639,25,0,35,0.2298300215465645,0,2123,0,686,Ori,4177,False,1,43788,47757,12,152,0,0,472,16,5,3,2,0,13,0,0,False,0,0,10,3494,2542,4,0.8636364,0.7739794892419063,408
3476316649,107803494,17,6,22,0,466,25763,2943,36,9,312,25,0,18,0.1791044776119403,0,882,2,542,Ori,3015,False,1,23416,27235,3,134,2,0,185,9,0,1,0,0,5,0,0,False,0,0,6,3366,2264,19,0.6666667,0.7922783028353106,364
3474463944,107803494,7,1,12,0,677,16322,0,46,10,247,22,0,20,0.34285714285714286,0,7143,3,739,Ori,1750,True,1,19745,21554,8,114,3,0,127,10,0,0,0,0,42,0,0,False,0,0,3,2875,2049,9,0.56666666,0.6788658757289363,429
3474375622,107803494,21,0,18,0,486,14258,0,43,4,175,22,0,14,0.12539184952978058,0,4520,3,631,Ori,1914,False,1,15503,20128,25,68,3,0,119,4,0,0,0,0,3,1,0,False,0,0,2,2332,2198,13,0.6944444,0.7538709028755278,409
3474152765,107803494,12,3,4,0,429,18005,0,104,10,151,19,0,15,0.30721966205837176,0,1457,2,479,Ori,1953,False,1,13963,15591,5,73,2,1,76,10,0,0,0,0,17,0,0,False,0,0,4,2587,2078,4,0.5641026,0.6328172129499297,373
3474053997,107803494,17,1,19,1,607,39265,0,39,18,292,25,1,21,0.44887780548628425,0,5645,3,726,Ori,2406,False,1,24340,29112,17,65,3,0,231,18,3,1,0,0,10,1,0,False,0,0,7,3188,2627,12,0.81395346,0.7538709028755278,401
3473920266,107803494,13,5,19,1,515,30410,0,43,10,301,25,0,16,0.18292682926829268,0,5305,5,553,Ori,3280,False,1,28153,30230,3,45,5,0,244,11,4,1,2,0,3,0,0,False,0,0,8,1957,2869,14,0.76666665,0.8071586567464307,388
3473839399,107803494,2,4,16,0,426,24394,0,43,10,234,21,0,10,0.2449979583503471,0,2890,3,486,Ori,2449,True,0,17387,19836,2,58,3,0,177,10,1,0,1,0,8,0,0,False,0,0,9,2902,2443,14,0.6315789,0.8306857027950935,364
3473749272,107803494,17,3,23,0,653,32419,0,74,13,404,25,0,21,0.27253668763102723,0,6625,4,650,Ori,2862,False,1,31148,31005,7,132,4,0,273,13,2,1,0,0,23,0,0,False,0,0,1,2668,2789,13,0.7692308,0.884375628393324,469
3472138355,107803494,7,2,11,0,596,18162,0,17,9,331,23,0,11,0.30320044918585065,1,173,0,754,Ori,1781,False,1,17691,22381,5,123,0,0,118,9,0,0,2,0,11,0,1,False,0,0,5,2118,2515,8,0.72727275,0.8431530263422481,436
3472068517,107803494,6,1,19,0,579,20291,0,76,13,274,23,0,10,0.3759036144578313,0,1311,1,672,Ori,2075,False,1,20023,23240,9,123,1,0,160,13,0,0,1,0,8,0,0,False,0,0,7,3150,2147,10,0.6333333,0.6245726925397145,418
3471974628,107803494,10,1,1,0,529,16280,0,17,8,325,25,0,28,0.2191780821917808,0,132,0,757,Ori,2190,False,1,19308,27630,9,171,0,0,144,8,0,0,0,0,4,0,0,False,0,0,12,2820,2226,1,0.4857143,0.7202895636436758,427
3471900308,107803494,14,3,19,0,515,18339,0,76,8,266,24,0,18,0.19736842105263158,0,1749,0,630,Ori,2432,True,1,20874,25536,5,128,0,0,149,8,1,1,0,0,4,0,0,False,0,0,6,2390,2079,11,0.6666667,0.7216971646893223,370
3471812559,107803494,6,0,14,0,580,11661,0,39,9,327,24,0,22,0.24434389140271495,0,3350,1,699,Ori,2210,False,1,21363,25746,15,86,1,0,227,9,1,0,0,0,0,0,0,False,0,0,9,3002,2218,10,0.71428573,0.5787251156243716,383
3470158143,107803494,5,3,6,0,433,15119,0,49,10,213,20,0,15,0.2546689303904924,0,2071,1,439,Ori,2356,True,0,17002,17238,3,71,1,0,137,10,2,1,0,0,13,0,0,False,0,0,5,2371,1733,3,0.75,0.6336215564045847,382
3470099413,107803494,5,8,5,0,499,21785,1654,25,7,299,23,0,13,0.17362546506821003,0,100,0,600,Ori,2419,True,0,20118,24190,1,100,0,0,179,7,1,0,0,0,2,0,0,False,0,0,14,2638,2011,4,0.5714286,0.5809370601246733,351
3470050191,107803494,12,2,12,0,423,11154,0,43,2,186,19,0,6,0.060790273556231005,0,2679,3,492,Ori,1974,False,1,13916,16186,4,38,3,0,151,2,0,0,1,0,2,0,0,False,0,0,8,2509,1660,7,0.7368421,0.505529861250754,379
3463572101,107803494,20,3,19,0,595,25336,0,49,7,316,25,0,17,0.17639647207055859,0,2476,2,727,Ori,2381,False,1,23611,28849,6,58,2,0,231,7,1,0,0,0,10,0,0,False,0,0,11,2615,1944,8,0.6585366,0.6261813794490247,444
3463440083,107803494,18,1,7,0,554,19994,0,49,7,287,24,0,14,0.16336056009334887,0,11979,5,589,Ori,2571,False,1,23738,25238,12,86,5,1,177,7,1,0,0,0,12,0,0,False,0,0,7,3338,2671,5,0.71428573,0.7395938065553992,416
3463301157,107803494,8,6,6,0,650,34293,0,113,11,393,24,0,16,0.23895727733526428,0,1473,2,558,Ori,2762,True,0,29921,25686,2,164,2,0,219,11,1,0,0,0,21,0,0,False,0,0,7,3182,2640,5,0.7307692,0.7705610295596219,410
