matchid,accountid,assists,deaths,denies,firstblood,gpm,herodamage,heroheal,heroid,kills,last_hits,level,obsplaced,rune_pickups,kpm,senplaced,towerdamage,killbytower,xpm,name,duration,radiwin,win,totalgold,totalxp,kda,neukill,towerkill,courkill,lanekill,herokill,obskill,senkill,roshankill,necrokill,ancikill,obsuse,senuse,roam,obspurch,senpurch,tppurch,tenxp,tengold,tendn,tefipar,laneff,apm
3524294817,72312627,6,2,0,0,579,11784,0,61,7,228,23,0,3,0.20916334661354583,2,10353,4,715,MATUMBAMAN,2008,True,1,19377,23928,4,103,4,0,117,7,0,0,1,0,55,0,2,False,0,0,2,3321,3209,0,0.4814815,0.886185401166298,209
3504319604,72312627,18,1,18,0,549,17729,0,40,3,127,17,0,4,0.144,0,4490,2,636,MATUMBAMAN,1250,True,1,11437,13250,10,27,2,0,112,3,2,0,1,0,12,0,0,False,0,0,2,3092,3283,18,0.84,0.964608887995174,232
3504247873,72312627,9,4,17,0,589,21315,1186,54,9,210,21,0,4,0.29427792915531337,0,8356,4,633,MATUMBAMAN,1835,False,1,18013,19359,3,44,4,0,161,9,0,0,0,0,22,0,0,False,0,0,6,3111,2711,13,0.7826087,0.8540116629800925,200
3504143591,72312627,19,7,15,1,491,38065,0,40,9,243,24,0,6,0.19933554817275748,0,1982,3,568,MATUMBAMAN,2709,False,1,22168,25645,3,75,3,0,171,9,0,0,0,0,42,0,0,False,0,0,9,2404,2367,15,0.59574467,0.8576312085260406,193
3504026309,72312627,12,8,8,0,348,16153,853,54,3,175,21,0,4,0.0686760778328882,0,1894,2,426,MATUMBAMAN,2621,False,0,15201,18609,1,53,2,0,114,3,0,0,0,0,19,0,0,False,0,0,11,2010,1595,3,0.75,0.452443193243515,169
3503821664,72312627,8,0,12,0,599,15086,2001,54,8,252,22,0,2,0.2294455066921606,0,10018,4,613,MATUMBAMAN,2092,True,1,20885,21373,16,32,4,0,207,8,0,0,2,0,16,0,0,False,0,0,10,2393,2379,7,0.61538464,0.7283329981902272,221
3503666230,72312627,9,3,5,0,619,21351,0,61,11,352,25,2,2,0.24756189047261815,3,13147,7,764,MATUMBAMAN,2666,True,1,27504,33947,5,125,7,0,205,12,1,2,1,0,72,2,1,False,0,1,4,3405,2688,1,0.5714286,0.9348481801729338,213
3497871676,72312627,9,3,1,1,431,11996,0,70,7,130,18,1,7,0.21886399166232412,0,1168,1,473,MATUMBAMAN,1919,False,1,13784,15128,4,45,1,0,80,7,0,0,1,0,27,1,0,False,1,0,9,1666,1765,1,0.516129,0.5749044842147597,197
3497783131,72312627,6,2,7,1,523,19790,2240,54,12,137,17,0,4,0.44471896232242125,0,3546,1,483,MATUMBAMAN,1619,True,1,14112,13032,6,21,1,0,118,12,0,0,0,0,5,0,0,False,0,0,4,2800,2743,7,0.5625,0.7806153227428112,226
3497644587,72312627,5,0,8,0,444,10325,0,40,6,101,15,0,2,0.28346456692913385,0,2726,1,489,MATUMBAMAN,1270,False,1,9398,10350,11,7,1,0,100,6,0,0,0,0,2,0,0,False,0,0,4,2138,1401,7,0.45833334,0.5527850392117434,217
3497486752,72312627,8,5,5,0,410,33669,0,40,7,205,25,1,5,0.15795411808950732,3,2240,0,626,MATUMBAMAN,2659,True,1,18169,27742,2,42,0,0,134,7,2,1,0,0,20,1,2,False,0,2,10,1967,1404,2,0.71428573,0.5873718077619143,196
